x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.14123,-1871.56067,1000.94486,-113.7914,0,Östra stationen,0.09175,-1.9465,5473.32591,-89188.57597,FALSE,FALSE,-2.28245
1.90664,571.89279,1000.50912,-190.37394,0,Slussen,1.19355,-3.38593,5475.03764,-89185.6927,TRUE,FALSE,-3.81328
1.85774,-683.03424,1000.14942,-185.68669,0,Entrée,0.51742,-1.72034,5475.52232,-89185.14803,TRUE,FALSE,-3.71548
0.25389,165.1989,1000.33257,-25.23302,0,N/A,1.13302,1.53339,5475.69838,-89187.24945,FALSE,FALSE,-0.50778
2.10896,-181.19018,1000.58401,-210.76085,0,N/A,0.19124,-2.26606,5475.88412,-89186.46061,TRUE,FALSE,-4.21792
1.96999,231.64302,1000.66216,-196.78856,0,N/A,1.45118,-2.85996,5476.26597,-89187.28991,TRUE,FALSE,-3.93999
-0.50441,904.96881,1000.22577,50.48722,0,Brinnelvägen 8,-1.25033,-2.00416,5474.66708,-89186.35188,FALSE,FALSE,1.00883
1.11138,-1057.89482,1000.96879,-110.83407,0,Brinnelvägen 8,-0.2362,1.96068,5474.48702,-89184.66279,FALSE,FALSE,-2.22275
0.83012,-137.53736,1000.29534,-82.83525,0,N/A,1.08737,-0.4951,5473.71261,-89183.57991,FALSE,FALSE,-1.66023
2.32798,-959.20404,1000.72068,-232.24337,0,Brinnelvägen 8,2.44703,-2.80163,5471.42435,-89184.47314,TRUE,FALSE,-4.65595
2.12477,416.65079,1000.39958,-212.08845,0,Slussen,1.62232,-0.03748,5473.92875,-89185.77946,TRUE,FALSE,-4.24955
1.59032,1389.71907,1000.5803,-158.54342,0,Lindstedsvägen 24,3.34969,-2.06279,5476.66728,-89186.85746,TRUE,FALSE,-3.18063
-1.29219,683.26111,1000.76239,129.52693,0,Entrée,-0.02345,2.21867,5478.08119,-89185.2395,FALSE,FALSE,2.58438
1.31866,236.85509,1000.73833,-131.5972,0,N/A,1.64265,-3.10966,5476.85976,-89187.03795,TRUE,FALSE,-2.63732
2.73655,657.4261,1000.37491,-273.44581,0,Slussen,3.80222,-3.73165,5472.92915,-89185.69079,TRUE,FALSE,-5.47311
2.28047,694.11421,1000.48354,-227.8583,0,Slussen,1.82929,-2.49669,5474.61944,-89187.52067,TRUE,FALSE,-4.56095
0.41101,1378.63791,1000.84254,-40.70988,0,Lindstedsvägen 24,-1.20542,-2.94258,5473.38937,-89184.80069,TRUE,FALSE,-0.82202
-0.47786,-590.51962,1000.91964,48.21451,0,Slussen,-0.69835,3.43481,5474.10106,-89183.65074,FALSE,FALSE,0.95573
-0.34797,-673.70926,1001.20967,35.37941,0,Slussen,-0.5943,0.6577,5474.74075,-89186.01896,FALSE,FALSE,0.69594
-0.07696,826.59759,1000.89709,8.05958,0,Entrée,0.45228,1.73556,5473.95352,-89186.79336,FALSE,FALSE,0.15393
1.59125,-1811.11065,1000.23733,-159.06098,0,Östra stationen,0.63574,-1.3149,5472.40204,-89187.86225,FALSE,FALSE,-3.18249
2.0473,90.489,1000.56519,-204.48693,0,N/A,2.26341,-1.81924,5474.23515,-89185.49425,TRUE,FALSE,-4.09459
0.20431,-2025.01375,1001.16169,-19.95947,0,KTH Biblioteket,-2.30142,1.61555,5471.52504,-89188.85712,FALSE,FALSE,-0.40861
1.9262,-147.40389,1000.48486,-192.39387,0,N/A,2.11626,0.06225,5475.71039,-89183.33035,TRUE,FALSE,-3.85239
0.96047,680.74743,1000.39932,-95.78562,0,Slussen,1.70858,-1.91565,5473.33213,-89184.46222,TRUE,FALSE,-1.92094
1.03914,393.72534,1000.53044,-103.67655,0,Slussen,3.18099,0.50896,5479.51384,-89190.21966,TRUE,FALSE,-2.07827
0.14029,367.59664,1000.28252,-13.80899,0,Slussen,1.04396,1.28018,5477.29758,-89187.14311,FALSE,FALSE,-0.28058
2.05475,-573.26514,1000.45773,-205.02334,0,Slussen,2.77477,-3.62083,5473.3647,-89187.05179,TRUE,FALSE,-4.10949
2.62866,310.64407,1000.75558,-262.63214,0,N/A,1.77299,-5.87687,5475.22889,-89183.35755,TRUE,FALSE,-5.25733
3.04994,244.50143,1000.59091,-304.80229,0,N/A,2.46411,-3.88267,5473.23681,-89185.84453,TRUE,FALSE,-6.09989
0.44643,344.73756,1000.35262,-44.40374,0,Slussen,-0.11293,-0.53734,5474.0314,-89186.5199,FALSE,FALSE,-0.89285
0.48325,-764.74381,1000.76171,-47.97183,0,Entrée,-1.08638,-0.5058,5472.0882,-89184.87371,FALSE,FALSE,-0.96649
2.19139,-1025.55179,1001.15001,-218.63859,0,Brinnelvägen 8,2.90253,-2.60502,5474.27185,-89185.45905,TRUE,FALSE,-4.38278
0.26532,-908.45627,1000.4608,-26.24264,0,Entrée,0.21234,-1.83022,5475.39114,-89187.42489,FALSE,FALSE,-0.53063
1.65256,91.11123,1000.22749,-165.06695,0,N/A,2.09566,-1.90904,5480.34752,-89185.81935,TRUE,FALSE,-3.30513
0.77593,-538.80784,1000.25493,-77.43303,0,Slussen,0.09308,-0.18123,5471.90369,-89189.7603,FALSE,FALSE,-1.55187
1.87942,-7.70177,1000.53358,-187.74725,0,N/A,2.02223,-0.50485,5475.77,-89187.19201,TRUE,FALSE,-3.75884
-1.16921,784.32483,1000.63055,117.27044,0,Brinnelvägen 8,-3.22578,0.27396,5475.4852,-89181.79608,FALSE,FALSE,2.33843
-0.65885,855.76867,1000.94084,66.27407,0,Brinnelvägen 8,1.01314,3.27405,5476.17023,-89186.20144,FALSE,FALSE,1.3177
0.22949,-827.97346,1000.88598,-22.69563,0,Entrée,0.45544,0.82355,5472.6569,-89185.44229,FALSE,FALSE,-0.45897
2.27896,-459.91045,1000.84995,-227.61049,0,Slussen,1.27013,-5.79327,5475.82564,-89185.20914,TRUE,FALSE,-4.55793
1.6946,-857.82623,1000.53737,-169.27347,0,Entrée,0.8272,-1.6017,5478.94028,-89187.76035,FALSE,FALSE,-3.38921
-0.29384,-1015.86843,1000.28661,29.63465,0,Entrée,-0.52639,0.14743,5476.61702,-89184.46022,FALSE,FALSE,0.58768
2.76722,-671.08339,1000.48007,-276.39414,0,Entrée,0.61662,-4.62577,5474.45372,-89186.74419,TRUE,FALSE,-5.53443
1.0201,-689.69608,1000.35136,-101.96057,0,Slussen,1.37964,-1.00566,5475.75995,-89183.84236,FALSE,FALSE,-2.0402
2.87375,-909.10215,1000.09788,-287.29879,0,Brinnelvägen 8,7.82776,-4.78982,5475.01384,-89185.71004,TRUE,FALSE,-5.74751
-1.76652,-1074.57718,1000.13495,176.77173,0,Entrée,-1.95484,2.01234,5473.41415,-89186.41521,FALSE,FALSE,3.53305
-0.01189,271.62588,1000.84348,1.62534,0,Slussen,2.42212,0.56678,5474.02626,-89184.52042,FALSE,FALSE,0.02378
0.49081,366.53327,1000.71979,-48.69663,0,Slussen,0.582,-2.1587,5472.81705,-89185.50949,FALSE,FALSE,-0.98162
2.72007,335.81872,1000.7712,-271.61741,0,N/A,2.51597,-3.3207,5474.92039,-89185.65549,TRUE,FALSE,-5.44014
1.5409,-753.6747,1000.68876,-153.85266,0,Entrée,0.85266,-1.5362,5473.19474,-89185.19225,FALSE,FALSE,-3.0818
0.99138,-850.16348,1000.15065,-98.99791,0,Entrée,0.69236,-2.09019,5473.18385,-89183.92068,FALSE,FALSE,-1.98275
0.90903,-323.52197,1000.84553,-90.50572,0,Slussen,2.14031,-1.47059,5476.47418,-89186.30784,FALSE,FALSE,-1.81805
0.07487,2142.37568,1000.58468,-6.94856,0,KTH Biblioteket,-0.04079,3.61133,5470.39637,-89187.71181,TRUE,TRUE,-0.14974
0.05838,-682.33109,1000.72856,-5.70749,0,Slussen,-0.43797,0.16527,5475.26664,-89186.64719,FALSE,FALSE,-0.11675
1.16788,435.73981,1001.08977,-116.29386,0,Slussen,4.48652,-4.91638,5473.66448,-89184.86845,TRUE,FALSE,-2.33577
2.05538,171.61383,1000.56931,-205.3827,0,N/A,2.38282,-3.15972,5474.17,-89187.02643,TRUE,FALSE,-4.11076
1.84471,-950.30976,1000.54237,-184.30466,0,Brinnelvägen 8,1.6569,-2.58176,5472.81148,-89185.50859,FALSE,FALSE,-3.68942
2.2658,-677.6307,1000.98375,-226.14871,0,Entrée,1.16273,-3.36992,5477.41834,-89187.6929,TRUE,FALSE,-4.53161
1.45229,324.79989,1000.63045,-144.76034,0,N/A,2.36323,-1.39264,5474.35151,-89185.2739,TRUE,FALSE,-2.90458
-0.84734,1957.19507,1000.9652,85.13722,0,KTH Biblioteket,0.27347,0.48334,5477.50867,-89187.83351,TRUE,FALSE,1.69469
1.03244,-274.41981,1000.4622,-102.99711,0,N/A,-0.394,0.18237,5474.17873,-89186.58933,FALSE,FALSE,-2.06488
2.2747,-1830.55607,1000.01151,-227.46268,0,KTH Biblioteket,1.21257,-2.07348,5473.1073,-89188.12276,FALSE,FALSE,-4.54939
0.23509,120.26003,1000.66729,-23.19363,0,N/A,-0.15143,-0.49639,5478.74153,-89187.60777,FALSE,FALSE,-0.47019
0.511,183.88452,1001.12577,-50.57151,0,N/A,-1.32565,-0.95691,5471.96423,-89186.09597,FALSE,FALSE,-1.02201
1.44787,484.29773,1000.71389,-144.54231,0,Slussen,2.24228,-2.91136,5478.35589,-89182.60089,TRUE,FALSE,-2.89573
1.21721,-514.61722,1000.67566,-121.20975,0,Slussen,2.1253,-1.82723,5472.68268,-89185.66084,FALSE,FALSE,-2.43442
1.10833,-1064.33861,1000.85221,-110.58798,0,Brinnelvägen 8,2.20978,0.59104,5474.43833,-89187.15003,FALSE,FALSE,-2.21665
1.00383,586.05032,1000.18738,-100.22622,0,Slussen,0.36647,0.16489,5472.3519,-89184.19671,TRUE,FALSE,-2.00767
0.29968,1584.38382,1000.74796,-29.91477,0,Östra stationen,-0.89686,1.48044,5474.12044,-89187.24974,TRUE,FALSE,-0.59937
0.85775,4.57433,1000.99996,-85.24676,0,N/A,-1.80002,1.37509,5474.38996,-89187.33648,FALSE,FALSE,-1.71551
1.36165,-729.11938,1000.49737,-136.02925,0,Entrée,2.8506,-4.77802,5474.04805,-89186.29087,FALSE,FALSE,-2.7233
1.3333,-272.23388,1000.41374,-133.05336,0,Slussen,1.36422,-1.66815,5475.69635,-89186.68768,TRUE,FALSE,-2.66659
0.6732,-245.73158,1000.40776,-66.92039,0,N/A,0.34147,-0.19302,5471.17909,-89185.32804,FALSE,FALSE,-1.34641
1.36983,-1612.96218,1000.53134,-136.51329,0,Östra stationen,2.3017,-1.22448,5474.08817,-89186.21451,FALSE,FALSE,-2.73967
0.56813,-694.69695,1000.77756,-56.40748,0,Slussen,-2.51094,0.97381,5475.7447,-89183.71429,FALSE,FALSE,-1.13626
1.43773,-1701.1784,1000.92713,-143.54641,0,Östra stationen,4.39377,-4.31944,5473.82086,-89184.65376,FALSE,FALSE,-2.87546
2.69937,-1599.93044,1000.41544,-269.86719,0,Östra stationen,3.8552,-0.64533,5474.92239,-89184.07333,TRUE,FALSE,-5.39874
1.85445,-551.20845,1000.38457,-185.3926,0,Slussen,3.3613,-4.74,5474.48197,-89187.6707,TRUE,FALSE,-3.70889
2.02718,1157.49506,1000.20563,-202.5419,0,Brinnelvägen 8,1.29603,-1.60126,5473.91322,-89187.71383,TRUE,FALSE,-4.05436
1.51352,1653.45159,1000.98087,-150.7932,0,Östra stationen,0.96681,0.1292,5475.32494,-89184.63461,TRUE,FALSE,-3.02705
0.97583,-1411.27318,1000.60677,-97.51546,0,Lindstedsvägen 24,0.6311,0.29351,5477.37763,-89183.00893,FALSE,FALSE,-1.95166
0.46669,908.50347,1000.59063,-46.47413,0,Entrée,1.73217,1.46422,5475.00723,-89187.92772,TRUE,FALSE,-0.93338
1.89665,-250.60936,1001.01173,-189.09833,0,Slussen,1.72627,-0.68818,5474.33241,-89186.49863,TRUE,FALSE,-3.79329
0.19253,718.88655,1000.19711,-19.23302,0,Entrée,-0.82636,0.66975,5476.15922,-89185.90412,FALSE,FALSE,-0.38506
2.16612,-1211.02451,1000.24112,-216.44368,0,Lindstedsvägen 24,2.64663,-1.43997,5476.57963,-89187.70703,FALSE,FALSE,-4.33224
0.42214,1529.6475,1000.7459,-41.94277,0,Lindstedsvägen 24,1.05002,0.12664,5477.59389,-89185.666,TRUE,FALSE,-0.84428
1.44701,-1157.70288,1000.4594,-144.49352,0,Brinnelvägen 8,0.90186,-2.41058,5473.63817,-89186.2482,FALSE,FALSE,-2.89402
0.69311,812.46056,1000.71434,-69.05655,0,Entrée,0.8411,-0.46053,5473.04913,-89186.61849,TRUE,FALSE,-1.38621
1.60315,870.1554,1000.27142,-160.08517,0,Entrée,1.17893,-2.27405,5475.19383,-89185.73913,TRUE,FALSE,-3.20629
2.61554,495.78616,1000.7937,-261.14614,0,Slussen,4.27952,-1.82781,5478.75302,-89189.93279,TRUE,FALSE,-5.23107
2.29105,480.26146,1000.41583,-228.94067,0,Slussen,1.73025,-3.00153,5478.5475,-89185.39179,TRUE,FALSE,-4.58209
0.82115,1256.66802,1000.5016,-81.86846,0,Brinnelvägen 8,0.88444,-1.23702,5476.64953,-89187.15077,TRUE,FALSE,-1.64231
1.90932,-237.35865,1000.75347,-190.60738,0,Slussen,0.80672,-1.86039,5479.48504,-89188.96074,TRUE,FALSE,-3.81864
0.68759,-232.31953,1000.39827,-68.52546,0,N/A,-1.3693,0.15954,5476.39582,-89184.62829,FALSE,FALSE,-1.37519
1.82266,-246.56101,1000.49971,-182.1994,0,Slussen,1.837,-3.25286,5474.73511,-89185.35668,TRUE,FALSE,-3.64533
-0.15123,1263.0778,1000.79492,15.25912,0,Lindstedsvägen 24,0.33581,0.51361,5471.05846,-89185.94952,TRUE,FALSE,0.30247
0.55015,-119.49847,1000.5977,-54.73598,0,N/A,1.57844,-0.40295,5475.24676,-89186.05421,FALSE,FALSE,-1.1003
-0.90179,1712.70005,1000.79285,90.29133,0,KTH Biblioteket,-1.20494,-0.08784,5474.97172,-89185.91779,FALSE,FALSE,1.80359
1.61065,1006.93201,1000.12876,-160.9489,0,Entrée,1.18672,-1.9656,5475.87144,-89187.02913,TRUE,FALSE,-3.2213
1.17888,-1732.07679,1000.24649,-117.71637,0,Östra stationen,0.39039,-0.75554,5478.56809,-89185.94567,FALSE,FALSE,-2.35776
-0.61844,-356.07423,1000.66564,62.03961,0,N/A,-0.56252,0.66274,5474.53778,-89188.19085,FALSE,FALSE,1.23688
3.11062,336.10052,1000.45738,-310.81923,0,N/A,3.67914,-3.18417,5473.94874,-89185.16839,TRUE,FALSE,-6.22123
1.20735,1022.57022,1000.47945,-120.54807,0,Brinnelvägen 8,1.7495,-1.72475,5477.41926,-89185.48999,TRUE,FALSE,-2.41471
1.55065,-2065.07474,1000.70532,-154.78602,0,KTH Biblioteket,2.69395,-2.0309,5471.98322,-89185.43318,FALSE,FALSE,-3.1013
-0.76905,3144.36898,1000.4635,76.93758,0.00001,KTH Biblioteket,-0.15463,0.77845,5472.89948,-89184.75572,TRUE,TRUE,1.5381
1.10661,370.06701,1000.51584,-110.62472,0,Slussen,-0.50333,0.27065,5474.75166,-89186.43934,TRUE,FALSE,-2.21321
1.85499,-102.37972,1000.32507,-185.31298,0,N/A,1.60231,-3.25587,5474.39676,-89184.97685,TRUE,FALSE,-3.70999
0.56694,1212.601,1000.97963,-56.12618,0,Brinnelvägen 8,0.71109,-2.102,5473.12199,-89187.13365,TRUE,FALSE,-1.13389
0.68525,1032.2063,1001.12892,-67.99132,0,Brinnelvägen 8,-0.1006,-0.83056,5473.77754,-89185.55606,TRUE,FALSE,-1.37049
1.79816,-942.32527,1000.22573,-179.63584,0,Brinnelvägen 8,-0.24223,-1.30507,5472.76688,-89186.53158,FALSE,FALSE,-3.59632
1.47181,851.25823,1000.25249,-146.95562,0,Entrée,1.30629,-1.67133,5472.40324,-89185.49376,TRUE,FALSE,-2.94362
-0.22971,604.70278,1000.35104,23.01714,0,Entrée,-1.46289,-1.72766,5474.54978,-89184.192,FALSE,FALSE,0.45943
1.40769,-415.49615,1000.47411,-140.53325,0,Slussen,1.692,-0.93188,5473.84277,-89186.24716,FALSE,FALSE,-2.81538
2.27743,-953.10306,1000.83925,-227.36602,0,Brinnelvägen 8,2.22828,-0.71845,5474.2266,-89185.51152,TRUE,FALSE,-4.55487
1.65324,87.51506,1000.4887,-165.04492,0,N/A,1.74182,-0.92842,5477.46052,-89186.84599,TRUE,FALSE,-3.30647
1.88668,-498.73444,1000.89872,-188.27071,0,Slussen,2.03637,-1.27222,5474.33968,-89185.92787,TRUE,FALSE,-3.77335
1.49576,-801.83824,1000.38551,-149.54555,0,Entrée,0.43082,-1.56276,5475.59434,-89185.06253,FALSE,FALSE,-2.99152
1.49944,-474.03792,1000.98745,-149.36489,0,Slussen,2.67096,-4.03755,5473.50073,-89185.95106,TRUE,FALSE,-2.99887
1.19415,-345.83197,1000.52709,-118.93411,0,Slussen,3.43949,-3.09797,5473.27054,-89184.36751,FALSE,FALSE,-2.3883
2.41162,555.05306,1000.91277,-240.69504,0,Slussen,0.38278,-0.69732,5472.5511,-89183.6986,TRUE,FALSE,-4.82325
1.84909,513.85338,1000.41722,-184.76641,0,Slussen,2.24214,-2.5488,5475.66079,-89187.82943,TRUE,FALSE,-3.69818
1.4706,444.39721,1000.63253,-146.60636,0,Slussen,3.17467,-3.88897,5475.39032,-89186.31213,TRUE,FALSE,-2.94121
2.33023,-266.0927,1000.88689,-232.56623,0,Slussen,3.42717,-2.15781,5474.57262,-89186.57241,TRUE,FALSE,-4.66046
1.31208,354.14552,1000.80442,-130.99956,0,Slussen,0.62195,-0.66161,5474.16137,-89186.28062,TRUE,FALSE,-2.62416
1.19533,1503.24725,1000.36308,-119.24351,0,Lindstedsvägen 24,1.502,-0.34381,5474.54252,-89186.91374,TRUE,FALSE,-2.39067
0.92309,-1367.78886,1001.06199,-91.92621,0,Lindstedsvägen 24,0.57282,1.34421,5474.16994,-89185.95237,FALSE,FALSE,-1.84618
-0.79107,457.11775,1000.34555,79.14346,0,Slussen,-2.63783,-0.11493,5479.8652,-89187.65332,FALSE,FALSE,1.58215
0.43974,93.92113,1000.39472,-43.81682,0,N/A,1.65769,-2.03201,5473.91786,-89185.48841,FALSE,FALSE,-0.87947
-0.98326,-1222.95907,1000.79096,98.72042,0,Brinnelvägen 8,-5.38749,3.01418,5475.60593,-89186.77204,FALSE,FALSE,1.96653
1.0214,-788.48642,1000.5269,-101.73492,0,Entrée,-1.52191,0.33199,5475.50103,-89185.6322,FALSE,FALSE,-2.04279
-0.18157,50.93621,1000.1312,18.26998,0,N/A,-0.84665,1.3443,5473.72358,-89183.63935,FALSE,FALSE,0.36314
-0.83692,-97.712,1000.70082,83.90847,0,N/A,0.16352,1.28651,5473.71517,-89188.41265,FALSE,FALSE,1.67385
-0.02723,-278.16598,1000.69106,3.02148,0,N/A,0.95846,-0.2468,5478.10234,-89185.81317,FALSE,FALSE,0.05447
1.09437,623.7046,1000.23357,-109.31191,0,Slussen,2.01484,0.44163,5474.83856,-89186.97314,TRUE,FALSE,-2.18874
1.07413,-435.42327,1000.54933,-106.96935,0,Slussen,-1.30905,0.1604,5471.56767,-89184.13123,FALSE,FALSE,-2.14825
0.22455,-800.63365,1000.54685,-22.07338,0,Entrée,0.23084,0.07638,5475.48073,-89185.92305,FALSE,FALSE,-0.44911
1.12554,-1108.99025,1000.74832,-111.99557,0,Brinnelvägen 8,2.49868,-0.83837,5475.04993,-89185.46445,FALSE,FALSE,-2.25108
-0.87467,1565.97378,1000.4862,87.63277,0,Östra stationen,-1.27319,2.16207,5472.8675,-89184.66664,FALSE,FALSE,1.74933
-0.37447,681.14139,1000.36202,37.53891,0,Entrée,0.2213,-0.00785,5481.28322,-89190.07092,FALSE,FALSE,0.74893
0.50642,2429.2655,1000.29263,-50.40703,0,KTH Biblioteket,1.49063,-2.05113,5472.8689,-89186.18172,TRUE,TRUE,-1.01284
1.46714,714.20912,1000.67804,-146.21322,0,Slussen,3.65618,-1.6603,5471.8704,-89185.08723,TRUE,FALSE,-2.93428
2.36989,-410.83499,1000.47553,-236.76919,0,Slussen,3.85119,-5.55565,5473.88219,-89185.6224,TRUE,FALSE,-4.73979
1.68347,589.75748,1000.36189,-168.13954,0,Slussen,1.82716,-3.40827,5476.56862,-89188.57034,TRUE,FALSE,-3.36695
0.86114,385.12943,1000.30689,-85.9806,0,Slussen,1.45229,-0.64732,5474.01244,-89185.84951,TRUE,FALSE,-1.72228
0.89967,-563.83902,1001.02321,-89.59766,0,Slussen,0.37173,-1.64411,5474.87563,-89186.86111,FALSE,FALSE,-1.79934
0.00871,1690.03393,1001.08829,-0.38858,0,Östra stationen,0.04544,-0.45965,5471.41321,-89185.42848,TRUE,FALSE,-0.01742
-0.21461,-876.4512,1001.07578,21.86571,0,Entrée,1.55535,-0.21236,5473.75619,-89186.52613,FALSE,FALSE,0.42922
1.09548,1630.03336,1000.77357,-109.30024,0,Östra stationen,1.89361,0.28751,5481.23662,-89183.72072,TRUE,FALSE,-2.19096
1.5422,17.77054,1000.55639,-154.00524,0,N/A,2.21058,0.02468,5472.7816,-89185.39999,TRUE,FALSE,-3.0844
0.40443,-1136.30295,1000.55749,-40.23738,0,Brinnelvägen 8,0.73226,-0.38993,5478.94456,-89184.43372,FALSE,FALSE,-0.80887
1.02416,1112.69211,1000.46499,-102.17097,0,Brinnelvägen 8,1.9184,0.43012,5474.2078,-89185.53566,TRUE,FALSE,-2.04833
0.79746,124.78831,1000.73702,-79.45807,0,N/A,1.14109,-0.57269,5473.06785,-89185.6349,FALSE,FALSE,-1.59491
1.54823,96.23847,1000.95224,-154.38595,0,N/A,1.87951,-2.30576,5474.78567,-89185.22756,TRUE,FALSE,-3.09645
2.01223,-307.72557,1000.60424,-200.92697,0,Slussen,2.79602,-4.26821,5475.47187,-89185.46398,TRUE,FALSE,-4.02446
-0.23181,393.41901,1000.11223,23.2017,0,Slussen,2.63775,0.49461,5476.37675,-89185.27813,FALSE,FALSE,0.46363
0.25979,934.60048,1000.47995,-25.61131,0,Brinnelvägen 8,1.45478,-3.37842,5472.88977,-89186.11353,TRUE,FALSE,-0.51958
2.04124,-498.23967,1001.24154,-203.5857,0,Slussen,-1.32358,-0.17703,5474.15337,-89188.00817,TRUE,FALSE,-4.08247
0.73818,-1754.9456,1000.91693,-73.43791,0,Östra stationen,3.00135,-0.55515,5476.35949,-89188.19051,FALSE,FALSE,-1.47635
2.5908,-213.16575,1001.27051,-258.49197,0,Slussen,3.65927,-4.51589,5475.63445,-89184.93852,TRUE,FALSE,-5.18159
-0.12106,311.9393,1000.25296,12.13508,0,Slussen,1.22683,-0.0959,5476.21375,-89187.78126,FALSE,FALSE,0.24211
1.41086,461.99255,1000.91345,-140.57017,0,Slussen,1.36066,0.3853,5475.88318,-89187.37455,TRUE,FALSE,-2.82172
1.45666,674.93486,1000.93778,-145.37498,0,Slussen,0.32052,-0.29566,5473.59582,-89186.46824,TRUE,FALSE,-2.91333
1.19323,-1458.8764,1000.53975,-119.13136,0,Lindstedsvägen 24,0.91263,-0.84104,5473.4923,-89185.9041,FALSE,FALSE,-2.38647
-0.08457,1040.1726,1000.17415,8.60588,0,Brinnelvägen 8,0.26231,-0.00982,5473.87724,-89185.14791,FALSE,FALSE,0.16914
0.39794,1733.3973,1000.50797,-39.60669,0,Östra stationen,-0.08923,-0.8908,5478.77273,-89188.12969,TRUE,FALSE,-0.79588
1.76806,-709.54268,1000.52618,-176.60229,0,Entrée,1.35387,-1.8746,5475.36141,-89186.79781,TRUE,FALSE,-3.53612
1.46696,-2148.67531,1000.55602,-146.62366,0,KTH Biblioteket,2.08433,-2.72447,5473.05641,-89187.60184,FALSE,FALSE,-2.93392
2.05142,278.65985,1000.45088,-204.93634,0,N/A,0.7826,-2.10948,5476.6315,-89186.08493,TRUE,FALSE,-4.10284
-0.20294,2333.08874,1000.55446,20.74386,0,KTH Biblioteket,-4.06831,2.09547,5474.53701,-89186.50208,TRUE,TRUE,0.40587
1.98821,-707.21052,1000.47316,-198.5416,0,Entrée,2.25811,-2.17114,5475.59317,-89186.62682,TRUE,FALSE,-3.97642
3.01919,1101.28109,1000.37327,-301.67604,0,Entrée,3.01248,-3.53222,5475.87517,-89185.34971,TRUE,FALSE,-6.03839
0.61175,-801.61926,1000.34027,-60.98755,0,Entrée,3.88632,0.23396,5475.31881,-89186.32033,FALSE,FALSE,-1.22349
1.87345,186.73853,1000.63822,-187.1414,0,N/A,1.37236,-1.63658,5475.93465,-89187.03393,TRUE,FALSE,-3.7469
3.30873,-1633.43695,1000.61281,-330.52553,0,Östra stationen,1.44023,-3.16618,5472.92219,-89185.11575,TRUE,FALSE,-6.61746
2.16921,2446.88128,1000.5931,-216.70948,0,KTH Biblioteket,2.0781,-2.45947,5476.98186,-89186.09068,TRUE,TRUE,-4.33842
1.04172,-714.52813,1000.76619,-103.6845,0,Entrée,1.72247,-0.61832,5475.346,-89184.31908,FALSE,FALSE,-2.08344
2.71559,-602.65218,1000.35487,-271.26458,0,Entrée,4.12159,-2.70431,5472.96787,-89184.39923,TRUE,FALSE,-5.43118
3.46502,-468.78882,1000.49667,-346.3211,0,Entrée,3.4997,-3.83664,5477.21235,-89186.75523,TRUE,FALSE,-6.93005
0.05351,-321.11707,1000.15612,-5.26375,0,N/A,0.69942,-0.8704,5475.09089,-89185.47596,FALSE,FALSE,-0.10701
0.34194,-423.11489,1000.32967,-33.99885,0,Slussen,-0.13126,1.43213,5478.70426,-89186.40915,FALSE,FALSE,-0.68387
2.24411,-862.30481,1000.34283,-224.2177,0,Entrée,3.40024,-3.92273,5471.56242,-89184.25868,TRUE,FALSE,-4.48822
2.06168,-1564.49932,1000.71164,-205.83807,0,Östra stationen,2.92387,-1.0443,5475.30617,-89187.36487,FALSE,FALSE,-4.12335
1.83232,212.91396,1000.29689,-182.95185,0,N/A,1.85148,-1.26888,5474.79337,-89187.46084,TRUE,FALSE,-3.66465
1.47528,-1325.01522,1000.58082,-147.20882,0,Lindstedsvägen 24,0.56435,-1.80654,5478.98128,-89188.07006,FALSE,FALSE,-2.95057
2.46365,-871.69689,1000.6076,-246.00617,0,Brinnelvägen 8,2.98877,-2.43395,5475.80418,-89185.34673,TRUE,FALSE,-4.9273
-1.00643,-47.87626,1000.60122,100.78278,0,N/A,-0.73481,0.99831,5475.38807,-89184.58359,FALSE,FALSE,2.01287
0.09448,-380.57437,1000.42666,-9.20561,0,N/A,1.76613,-3.13416,5473.68443,-89185.79786,FALSE,FALSE,-0.18897
1.29662,743.80323,1000.53852,-129.34578,0,Entrée,2.86428,-3.38196,5474.96924,-89187.09643,TRUE,FALSE,-2.59325
2.68052,1226.92015,1000.8752,-267.85985,0,Brinnelvägen 8,1.11781,-2.39632,5475.57458,-89185.37333,TRUE,FALSE,-5.36104
1.04507,-370.1647,1000.77252,-104.14737,0,Slussen,0.88613,-1.81188,5473.16394,-89186.85278,FALSE,FALSE,-2.09014
0.88528,168.77605,1001.22486,-87.97001,0,N/A,-0.01461,0.57589,5474.82064,-89185.69427,TRUE,FALSE,-1.77055
1.07617,-815.58421,1000.47082,-107.40073,0,Entrée,2.06197,-0.01629,5477.27797,-89187.00275,FALSE,FALSE,-2.15234
1.51057,-33.68116,1000.40494,-150.80709,0,N/A,2.10331,-1.66604,5479.19372,-89187.37083,TRUE,FALSE,-3.02113
0.29302,916.20471,1000.85825,-28.82086,0,Entrée,-0.0764,-0.47243,5473.72726,-89183.8352,TRUE,FALSE,-0.58604
1.04822,167.77773,1000.80434,-104.54395,0,N/A,0.76869,-1.80837,5472.59477,-89186.15931,TRUE,FALSE,-2.09643
